company_id,email,source,validation
6d7254a79a81d40e,info0@phiintegrations.com,contact_page_extractor,"{'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'medium'}"
6d7254a79a81d40e,info1@phiintegrations.com,contact_page_extractor,"{'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'medium'}"
1132f679f5a0b9d0,info0@acmecrm.com,contact_page_extractor,"{'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'medium'}"
1132f679f5a0b9d0,info1@acmecrm.com,contact_page_extractor,"{'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'high'}"
1132f679f5a0b9d0,info2@acmecrm.com,contact_page_extractor,"{'is_valid': False, 'is_disposable': False, 'mx_found': False, 'deliverability': 'unknown'}"
1132f679f5a0b9d0,bad-email-at-acmecrm.com,contact_page_extractor,"{'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'medium'}"
9e924840de562b39,info0@psigrowth.io,contact_page_extractor,"{'is_valid': False, 'is_disposable': False, 'mx_found': False, 'deliverability': 'unknown'}"
9e924840de562b39,info1@psigrowth.io,contact_page_extractor,"{'is_valid': True, 'is_disposable': True, 'mx_found': True, 'deliverability': 'low'}"
9e924840de562b39,info2@psigrowth.io,contact_page_extractor,"{'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'high'}"
64b94de505caeb38,info0@betaanalytics.io,contact_page_extractor,"{'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'high'}"
64b94de505caeb38,bad-email-at-betaanalytics.io,contact_page_extractor,"{'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'medium'}"
43834c4c31b5130e,info0@etasystems.com,contact_page_extractor,"{'is_valid': False, 'is_disposable': False, 'mx_found': False, 'deliverability': 'unknown'}"
848444aa59152ea7,info0@omegasass.com,contact_page_extractor,"{'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'high'}"
848444aa59152ea7,info1@omegasass.com,contact_page_extractor,"{'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'high'}"
388ee0f9b54a66b4,info0@mumetrics.io,contact_page_extractor,"{'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'high'}"
32b0e9a39371cf9a,info0@iotatech.co,contact_page_extractor,"{'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'high'}"
32b0e9a39371cf9a,info1@iotatech.co,contact_page_extractor,"{'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'medium'}"
32b0e9a39371cf9a,info2@iotatech.co,contact_page_extractor,"{'is_valid': True, 'is_disposable': False, 'mx_found': True, 'deliverability': 'high'}"
32b0e9a39371cf9a,bad-email-at-iotatech.co,contact_page_extractor,"{'is_valid': True, 'is_disposable': True, 'mx_found': True, 'deliverability': 'low'}"
555efbf55ab751f6,info0@rhosolutions.co,contact_page_extractor,"{'is_valid': True, 'is_disposable': True, 'mx_found': True, 'deliverability': 'low'}"
