company_id,company_name,domain,website_url,phone_raw,phone_e164,phone_valid,phone_type,address,city,state,country,zip,categories,source_tags,rating,review_count,place_id,lat,lng,emails_found,primary_email,ai_outreach_line,lead_score,owner_name,enrichment_industry,enrichment_employee_count,enrichment_linkedin_url,linkedin_contacts,ai_email_pattern
d8da2d9241ca1f4c,Robinson Brothers Roofing & Construction,,https://robinsonroofing.site/houston,+19362602600,+19362602600,True,mobile,"Robinson Brothers Roofing & Construction, 6035 East Sam Houston Pkwy N, Houston, TX 77049","Houston, TX",Open 24 hours,US,,['Roofing contractor'],['gmaps'],4.9,,ChIJ4R7hd6WlQIYRJuQPQXM6QQo,29.8116433,-95.1667461,[],,Loved how Robinson Brothers Roofing & Construction presents their product—quick question about boosting demo conversions.,40,,,,,,
433824b151cf0626,Paramount Roofing,,http://paramountroofing.com/,+17137484000,+17137484000,True,mobile,"Paramount Roofing, 1208 Sheffield Blvd, Houston, TX 77015","Houston, TX",Closed ⋅ Opens 8 AM,US,,['Roofing contractor'],['gmaps'],4.7,,ChIJq6qqqjm_QIYR-OJzCMXS4t4,29.7690946,-95.2100214,[],,Loved how Paramount Roofing presents their product—quick question about boosting demo conversions.,40,,,,,,
7c832a1fedf26fc6,Vargas & Sons Roof Repair,,https://vargasroofrepair.pro/houston,+19362592220,+19362592220,True,mobile,"Vargas & Sons Roof Repair, 5949 Nunn St, Houston, TX 77087","Houston, TX",Open 24 hours,US,,['Roofing contractor'],['gmaps'],4.8,,ChIJ9_QcQTSVQIYRNEEIuq1NVUI,29.678824199999998,-95.3116158,[],,Loved how Vargas & Sons Roof Repair presents their product—quick question about boosting demo conversions.,40,,,,,,
c09f34771c8f2f57,Jc&c Roofing Company,,https://www.myroofimprovement.com/,+12814987663,+12814987663,True,mobile,"JC&C Roofing Company, 1220 Blalock Rd #145, Houston, TX 77055","Houston, TX",Open 24 hours,US,,['Roofing contractor'],['gmaps'],4.8,,ChIJOTrXBXLdQIYRcVhJY2kcbLs,29.790332,-95.5210101,[],,Loved how Jc&c Roofing Company presents their product—quick question about boosting demo conversions.,40,,,,,,
fdb6f5e312c0b664,Rivera & Sons Roofers Llc,,https://riveraroofers.online/houston,+19363153100,+19363153100,True,mobile,"Rivera & Sons Roofers LLC, 3383 Orlando St, Houston, TX 77093","Houston, TX",Open 24 hours,US,,['Roofing contractor'],['gmaps'],4.8,,ChIJZ0NZ5wu5QIYRdTvjalcF5Y8,29.865184499999998,-95.33503119999999,[],,Loved how Rivera & Sons Roofers Llc presents their product—quick question about boosting demo conversions.,40,,,,,,
31ed0ce9ca460178,"Precision Roof Crafters, Inc.",,https://precisionroofcrafters.com/?utm_campaign=gmb,+17134971211,+17134971211,True,mobile,"Precision Roof Crafters, Inc., 3919 Jeanetta St, Houston, TX 77063","Houston, TX",Open 24 hours,US,,['Roofing contractor'],['gmaps'],4.9,,ChIJtb5WiAHDQIYR_cYk1q0gGYg,29.7222363,-95.52488919999999,[],,"Loved how Precision Roof Crafters, Inc. presents their product—quick question about boosting demo conversions.",40,,,,,,
e4d3dd084c542066,Ez Roof And Construction,,https://ezroofhouston.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+18329795409,+18329795409,True,mobile,"EZ Roof and Construction, 6613 W Sam Houston Pkwy N, Houston, TX 77041","Houston, TX",Open 24 hours,US,,"['Roofing contractor', 'Gutter service']",['gmaps'],4.9,,ChIJeSvV22bGQIYRMyV2XMKr04M,29.8661845,-95.5646198,[],,Loved how Ez Roof And Construction presents their product—quick question about boosting demo conversions.,40,,,,,,
f6e870f3392a38e9,Chavez Brothers Roof Repair,,,+13468106627,+13468106627,True,mobile,"Chavez Brothers Roof Repair, 16937 US-59, Humble, TX 77338","Humble, TX",Open 24 hours,US,,['Roofing contractor'],['gmaps'],4.8,,ChIJS3USwC6zQIYR-UFf4iXTUKI,30.002700299999997,-95.272275,[],,Loved how Chavez Brothers Roof Repair presents their product—quick question about boosting demo conversions.,20,,,,,,
049ff7e1c65448c1,Miller Brothers Roofing,,https://millerroofing.homes/channelview,+13468880491,+13468880491,True,mobile,"Miller Brothers Roofing, 515 Sheldon Rd, Channelview, TX 77530","Channelview, TX",Open 24 hours,US,,['Roofing contractor'],['gmaps'],4.8,,ChIJr0pbPVehQIYRVhNkhsM4LGU,29.780637,-95.12531059999999,[],,Loved how Miller Brothers Roofing presents their product—quick question about boosting demo conversions.,40,,,,,,
9d1a1e65f9b7b538,"Maveric Construction: Roof Replacement, Roofing Contractor, Roof Repair",,https://www.mavericconstruction.com/,+18322814674,+18322814674,True,mobile,"Maveric Construction: Roof Replacement, Roofing Contractor, Roof Repair, 2162 Spring Stuebner Rd, Spring, TX 77389","Spring, TX",Open 24 hours,US,,"['Roofing contractor', 'Contractor', 'General contractor', 'Remodeler']",['gmaps'],5.0,,ChIJmfuS0lc1R4YRsyMth_j_mms,30.085411699999998,-95.448461,[],,"Loved how Maveric Construction: Roof Replacement, Roofing Contractor, Roof Repair presents their product—quick question about boosting demo conversions.",40,,,,,,
c58e7bea873bb9ef,Wright Brothers Roofing,,,+19362097110,+19362097110,True,mobile,"Wright Brothers Roofing, 5803 Gulf Fwy, Houston, TX 77023","Houston, TX",Open 24 hours,US,,['Roofing contractor'],['gmaps'],4.8,,ChIJs38C2f-_QIYRSJ22nrjFS-k,29.717317899999998,-95.3172124,[],,Loved how Wright Brothers Roofing presents their product—quick question about boosting demo conversions.,20,,,,,,
972bfe7f38e7dc3a,Roof Concepts Construction,,https://www.fixmyroofhouston.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+12818014934,+12818014934,True,mobile,"Roof Concepts Construction, 22310 N Fwy Service Rd, Houston, TX 77373","Houston, TX",Open 24 hours,US,,"['Roofing contractor', 'Construction company', 'Contractor']",['gmaps'],4.9,,ChIJMWMCsnY3R4YRB5-RH1IBigQ,30.087353399999998,-95.4351085,[],,Loved how Roof Concepts Construction presents their product—quick question about boosting demo conversions.,40,,,,,,
f94de4e96fb67521,Redfish Roofing Company,,http://www.redfishroofing.com/,+18326405347,+18326405347,True,mobile,"Redfish Roofing Company, 4025 Feather Lakes Way #5405, Kingwood, TX 77325","Kingwood, TX",Open 24 hours,US,,['Roofing contractor'],['gmaps'],5.0,,ChIJX9k3dm25QIYROVF1O7WVkB0,30.0562519,-95.18760619999999,[],,Loved how Redfish Roofing Company presents their product—quick question about boosting demo conversions.,40,,,,,,
